Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kira Lewis Jr.,PG,21,NOP,25,0,9.4,1.6,3.5,.455,0.6,1.4,.441,1.0,2.2,.463,.540,0.8,0.9,.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6
Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,.463,4.2,11.3,.371,5.4,9.4,.574,.564,8.8,9.6,.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2
Nassir Little,SF,22,POR,54,4,18.1,2.5,5.6,.442,1.1,2.9,.367,1.4,2.7,.524,.538,0.6,0.9,.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6
Isaiah Livers,PF,24,DET,52,22,23.1,2.3,5.5,.417,1.4,3.9,.365,0.9,1.6,.541,.545,0.6,0.8,.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7
Kenneth Lofton Jr.,PF,20,MEM,23,0,5.9,1.4,3.0,.471,0.3,0.7,.400,1.1,2.3,.491,.515,0.3,0.7,.533,0.6,1.0,1.6,0.9,0.2,0.1,0.4,1.1,3.4
Kevon Looney,C,26,GSW,81,69,23.9,3.0,4.7,.632,0.0,0.0,.000,3.0,4.7,.633,.632,1.2,1.9,.606,3.3,5.9,9.3,2.5,0.6,0.6,0.6,2.8,7.1
Brook Lopez,C,34,MIL,78,78,30.4,6.1,11.5,.531,1.7,4.7,.374,4.4,6.9,.637,.606,1.9,2.4,.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9
Robin Lopez,C,34,CLE,36,2,7.8,1.2,1.8,.677,0.1,0.1,.667,1.2,1.7,.677,.692,0.3,0.4,.750,0.6,0.7,1.3,0.5,0.1,0.2,0.6,1.1,2.8
Kevin Love,PF,34,TOT,61,20,20.2,2.7,6.9,.387,1.6,4.8,.332,1.1,2.1,.512,.502,1.3,1.5,.879,1.0,5.5,6.5,1.9,0.3,0.2,1.1,1.6,8.2
Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,.389,1.7,4.8,.354,1.0,2.2,.467,.511,1.4,1.5,.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5
Kevin Love,PF,34,MIA,20,17,20.5,2.6,6.7,.381,1.4,4.9,.289,1.2,1.9,.622,.485,1.2,1.4,.857,0.9,4.9,5.7,2.0,0.5,0.3,1.2,1.6,7.7
Kyle Lowry,PG,36,MIA,54,44,31.6,3.6,9.0,.405,2.0,5.7,.346,1.6,3.2,.509,.515,2.1,2.5,.859,0.8,3.4,4.1,5.1,1.1,0.4,1.9,2.6,11.4
Trey Lyles,PF,27,SAC,73,0,16.8,2.5,5.5,.460,1.2,3.2,.367,1.4,2.3,.593,.568,1.4,1.7,.815,0.9,3.2,4.1,0.9,0.4,0.4,0.8,1.3,7.7
Théo Maledon,PG,21,CHO,43,6,18.9,2.2,5.6,.394,0.7,2.2,.301,1.6,3.4,.453,.452,1.4,1.6,.843,0.3,2.4,2.7,3.4,0.8,0.3,1.3,1.3,6.4
Sandro Mamukelashvili,C,23,TOT,41,5,14.7,2.0,4.9,.410,0.6,2.1,.273,1.4,2.7,.518,.470,0.9,1.2,.706,1.6,2.5,4.1,1.3,0.3,0.3,0.8,1.2,5.5
Sandro Mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,.328,0.3,1.3,.219,0.5,1.1,.462,.388,0.5,0.8,.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4
Sandro Mamukelashvili,C,23,SAS,17,5,22.7,3.7,8.4,.444,1.0,3.3,.304,2.7,5.1,.535,.504,1.4,1.9,.727,2.7,3.9,6.6,2.2,0.5,0.4,1.4,1.8,9.8
Terance Mann,SG,26,LAC,79,36,23.1,3.4,6.5,.519,1.0,2.5,.393,2.4,4.0,.597,.594,1.2,1.5,.793,1.0,2.5,3.5,2.3,0.5,0.3,1.0,1.8,8.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Mann,PG,21,OKC,66,4,17.2,2.8,7.3,.388,1.2,3.8,.316,1.6,3.5,.466,.470,0.6,0.8,.740,0.4,1.8,2.2,1.6,0.6,0.2,0.9,1.5,7.5
Boban Marjanović,C,34,HOU,30,0,5.3,1.2,1.8,.679,0.0,0.0,.000,1.2,1.7,.692,.679,0.7,0.9,.769,0.6,1.2,1.8,0.3,0.1,0.0,0.4,0.3,3.1
Lauri Markkanen,SF,25,UTA,66,66,34.4,8.7,17.3,.499,3.0,7.7,.391,5.6,9.6,.585,.586,5.3,6.0,.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6
Naji Marshall,SF,25,NOP,76,21,23.4,3.2,7.5,.433,0.9,2.8,.306,2.4,4.6,.511,.491,1.8,2.3,.786,0.6,3.0,3.7,2.5,0.7,0.2,1.3,1.4,9.1
Caleb Martin,PF,27,MIA,70,49,29.5,3.6,7.8,.463,1.2,3.4,.357,2.4,4.4,.543,.540,1.3,1.6,.805,1.3,3.6,4.9,1.7,1.0,0.4,1.1,2.1,9.7
Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,.389,0.4,2.0,.214,1.6,3.1,.500,.431,0.6,1.0,.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0
Kenyon Martin Jr.,SF,22,HOU,81,48,28.0,5.0,8.7,.572,0.8,2.6,.318,4.2,6.1,.682,.620,1.8,2.7,.677,1.6,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7
Tyrese Martin,SG,23,ATL,15,0,3.3,0.5,1.1,.412,0.1,0.3,.200,0.4,0.8,.500,.441,0.1,0.1,1.000,0.1,0.3,0.4,0.1,0.1,0.0,0.1,0.1,1.1
Garrison Mathews,SG,26,TOT,53,0,12.5,1.3,3.6,.360,1.1,3.2,.349,0.2,0.4,.450,.516,0.8,0.9,.896,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.1,4.5
Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,.353,1.2,3.4,.342,0.2,0.3,.467,.509,0.9,1.0,.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8
Garrison Mathews,SG,26,ATL,8,0,7.4,1.0,2.4,.421,0.8,1.8,.429,0.3,0.6,.400,.579,0.3,0.4,.667,0.0,1.0,1.0,0.3,0.1,0.0,0.1,0.5,3.0
Bennedict Mathurin,SF,20,IND,77,16,28.4,5.3,12.2,.434,1.3,4.0,.319,4.0,8.2,.490,.486,4.7,5.7,.825,1.1,3.0,4.1,1.4,0.6,0.2,1.9,2.1,16.6
Wesley Matthews,SG,36,MIL,51,0,15.6,1.1,3.0,.374,0.8,2.4,.325,0.4,0.7,.543,.500,0.4,0.5,.875,0.7,1.5,2.2,0.6,0.4,0.3,0.4,1.4,3.5
Tyrese Maxey,SG,22,PHI,60,41,33.6,7.3,15.2,.481,2.7,6.2,.434,4.7,9.1,.513,.568,3.0,3.6,.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3
Skylar Mays,SG,25,POR,4,4,29.5,6.0,10.0,.600,2.3,4.3,.529,3.8,5.8,.652,.713,1.3,1.3,1.000,0.5,3.3,3.8,7.3,0.8,0.3,1.8,2.0,15.5
Miles McBride,PG,22,NYK,63,2,11.9,1.2,3.3,.355,0.6,2.1,.295,0.6,1.3,.456,.448,0.4,0.7,.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.4
Mac McClung,SG,24,PHI,1,0,8.0,1.0,3.0,.333,1.0,2.0,.500,0.0,1.0,.000,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0
CJ McCollum,SG,31,NOP,74,74,35.3,7.8,17.8,.438,2.9,7.3,.392,5.0,10.6,.469,.518,2.4,3.1,.774,0.7,3.6,4.4,5.8,0.9,0.5,2.4,2.0,20.9
T.J. McConnell,PG,30,IND,75,6,20.3,3.8,6.9,.543,0.3,0.8,.441,3.4,6.2,.556,.568,0.8,0.9,.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7
Jaden McDaniels,SF,22,MIN,77,77,30.9,4.7,9.2,.515,1.3,3.4,.392,3.4,5.8,.588,.588,1.4,1.9,.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.5,12.2
Jalen McDaniels,SF,25,TOT,79,23,24.0,3.5,7.7,.454,1.0,2.9,.332,2.5,4.8,.529,.517,1.5,1.7,.841,0.8,3.6,4.3,1.6,1.0,0.4,1.2,2.6,9.5
Jalen McDaniels,SF,25,CHO,56,21,26.7,3.9,8.8,.447,1.2,3.6,.322,2.8,5.2,.534,.513,1.6,1.9,.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6
Jalen McDaniels,SF,25,PHI,23,2,17.4,2.4,5.0,.483,0.5,1.3,.400,1.9,3.7,.512,.534,1.2,1.5,.824,0.7,2.4,3.2,0.7,0.7,0.2,0.6,2.2,6.6
Doug McDermott,SF,31,SAS,64,0,20.5,3.7,8.2,.457,1.9,4.7,.413,1.8,3.5,.516,.575,0.8,1.1,.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaVale McGee,C,35,DAL,42,7,8.5,1.9,3.0,.640,0.0,0.1,.400,1.9,2.9,.650,.648,0.6,1.0,.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4
Bryce McGowens,SG,20,CHO,45,6,16.8,1.6,4.2,.387,0.6,1.7,.329,1.1,2.6,.426,.453,1.1,1.6,.729,0.4,1.5,2.0,1.1,0.3,0.1,0.9,1.0,5.0
Rodney McGruder,SG,31,DET,33,12,15.9,1.9,4.6,.408,1.2,2.9,.423,0.6,1.7,.382,.543,0.5,0.7,.818,0.6,1.6,2.2,0.8,0.5,0.0,0.3,1.2,5.5
Jordan McLaughlin,PG,26,MIN,41,0,15.6,1.4,3.5,.415,0.5,1.9,.289,0.9,1.6,.561,.493,0.3,0.3,.786,0.4,1.0,1.4,3.3,0.8,0.1,0.8,0.6,3.7
De'Anthony Melton,PG,24,PHI,77,58,27.9,3.6,8.5,.425,2.0,5.2,.390,1.6,3.2,.484,.546,0.9,1.1,.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1
Sam Merrill,SG,26,CLE,4,0,8.3,0.8,2.5,.300,0.5,2.3,.222,0.3,0.3,1.000,.400,0.0,0.0,,0.0,1.3,1.3,1.0,0.3,0.0,0.0,0.5,2.0
Chimezie Metu,C,25,SAC,65,0,10.4,2.0,3.3,.591,0.1,0.6,.243,1.8,2.7,.663,.612,0.8,1.0,.731,0.7,2.3,3.0,0.6,0.3,0.3,0.5,1.2,4.8
Khris Middleton,SF,31,MIL,33,19,24.3,5.4,12.3,.436,1.5,4.9,.315,3.8,7.4,.516,.499,2.8,3.1,.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1
Patty Mills,PG,34,BRK,39,1,13.6,2.1,5.1,.419,1.2,3.2,.376,0.9,1.9,.493,.538,0.5,0.6,.913,0.2,0.9,1.1,1.4,0.4,0.1,0.7,0.7,6.0
Shake Milton,SG,26,PHI,75,10,20.4,3.1,6.5,.476,0.7,1.9,.372,2.4,4.6,.519,.531,1.3,1.5,.851,0.5,2.0,2.5,3.1,0.3,0.2,1.2,1.6,8.2
Justin Minaya,SF,23,POR,2,0,22.5,3.0,7.0,.429,1.5,4.0,.375,1.5,3.0,.500,.536,0.0,0.0,,1.5,2.0,3.5,1.5,0.5,1.5,1.0,2.5,7.5
Josh Minott,SF,20,MIN,14,0,6.6,1.3,2.4,.529,0.1,0.4,.333,1.1,2.0,.571,.559,0.6,0.6,1.000,0.4,1.4,1.8,0.3,0.3,0.4,0.2,0.7,3.3
Davion Mitchell,PG,24,SAC,80,9,18.1,2.3,5.0,.454,0.8,2.5,.320,1.5,2.5,.584,.533,0.3,0.4,.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6
Donovan Mitchell,SG,26,CLE,68,68,35.8,10.0,20.6,.484,3.6,9.3,.386,6.4,11.3,.566,.572,4.7,5.4,.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3
Evan Mobley,PF,21,CLE,78,78,34.7,6.7,12.1,.555,0.3,1.3,.216,6.4,10.7,.597,.567,2.6,3.9,.674,2.4,6.7,9.1,2.9,0.8,1.5,1.9,2.8,16.3
Isaiah Mobley,PF,23,CLE,12,0,5.1,1.0,1.8,.545,0.3,0.5,.500,0.8,1.3,.563,.614,0.2,0.2,1.000,0.3,1.1,1.3,0.1,0.3,0.3,0.1,0.4,2.4
Chima Moneke,SF,27,SAC,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0
Malik Monk,SG,24,SAC,76,0,22.4,4.7,10.4,.449,1.9,5.2,.361,2.8,5.2,.537,.539,2.4,2.7,.889,0.4,2.3,2.7,3.9,0.6,0.3,1.9,1.6,13.6
Moses Moody,SG,20,GSW,62,3,12.7,1.6,3.4,.460,0.7,2.1,.352,0.9,1.4,.624,.566,0.6,0.8,.692,0.5,1.2,1.6,0.8,0.3,0.1,0.5,0.8,4.5
Xavier Moon,SG,28,LAC,3,0,6.0,0.7,2.7,.250,0.3,1.0,.333,0.3,1.7,.200,.313,0.0,0.0,,0.0,1.0,1.0,1.7,0.0,0.0,0.3,0.3,1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Moore Jr.,SG,21,MIN,27,2,5.5,0.6,1.6,.405,0.1,0.6,.118,0.6,0.9,.600,.429,0.1,0.2,.800,0.1,0.5,0.6,0.7,0.3,0.2,0.3,0.5,1.5
Ja Morant,PG,23,MEM,61,59,31.9,9.3,19.9,.466,1.5,4.9,.307,7.8,15.0,.519,.504,6.1,8.1,.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2
Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,.426,1.7,4.7,.364,2.5,5.2,.484,.513,1.0,1.3,.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2
Markieff Morris,PF,33,TOT,34,1,9.6,1.3,2.9,.439,0.8,1.8,.433,0.5,1.1,.447,.571,0.3,0.3,1.000,0.4,1.5,1.9,0.9,0.3,0.1,0.5,1.3,3.6
Markieff Morris,PF,33,BRK,27,1,10.6,1.2,3.0,.402,0.7,1.8,.408,0.5,1.2,.394,.524,0.4,0.4,1.000,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6
Markieff Morris,PF,33,DAL,7,0,6.1,1.4,2.3,.625,0.9,1.6,.545,0.6,0.7,.800,.813,0.0,0.0,,0.0,0.7,0.7,0.6,0.1,0.0,0.6,1.6,3.7
Monte Morris,PG,27,WAS,62,61,27.3,4.0,8.3,.480,1.3,3.3,.382,2.7,5.0,.543,.555,1.0,1.2,.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3
Trey Murphy III,SF,22,NOP,78,64,30.9,4.9,10.1,.482,2.6,6.3,.408,2.3,3.8,.606,.609,2.1,2.3,.907,0.8,2.8,3.6,1.4,1.1,0.6,0.8,2.0,14.5
Dejounte Murray,SG,26,ATL,74,74,36.4,8.3,17.8,.464,1.8,5.2,.344,6.5,12.6,.514,.514,2.1,2.6,.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5
Jamal Murray,PG,25,DEN,64,64,32.9,7.3,16.1,.453,2.6,6.6,.398,4.7,9.5,.492,.535,2.8,3.3,.832,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.5,20.0
Keegan Murray,SF,22,SAC,79,77,29.8,4.4,9.7,.452,2.6,6.2,.414,1.8,3.5,.520,.584,0.8,1.0,.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2
Mike Muscala,C,31,TOT,62,8,14.7,2.0,4.5,.437,1.2,3.2,.385,0.7,1.3,.570,.575,0.6,0.7,.778,0.5,2.6,3.1,0.8,0.2,0.4,0.3,1.5,5.7
Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,.438,1.3,3.3,.394,0.8,1.4,.541,.576,0.7,0.9,.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2
Mike Muscala,C,31,BOS,19,3,15.3,1.7,4.0,.434,1.1,3.1,.362,0.6,0.9,.667,.572,0.2,0.3,.667,0.5,2.6,3.2,0.5,0.2,0.3,0.4,1.3,4.8
Svi Mykhailiuk,SF,25,TOT,31,7,14.0,2.3,5.0,.458,1.3,2.9,.449,1.0,2.1,.470,.587,0.8,1.2,.649,0.4,1.1,1.5,1.5,0.4,0.1,0.7,0.7,6.6
Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,.500,0.5,0.8,.600,0.0,0.2,.000,.750,0.2,0.4,.600,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6
Svi Mykhailiuk,SF,25,CHO,18,7,21.8,3.6,7.9,.455,1.9,4.4,.430,1.7,3.6,.484,.573,1.2,1.8,.656,0.6,1.6,2.2,2.6,0.7,0.2,1.1,1.1,10.3
Larry Nance Jr.,PF,30,NOP,64,1,21.3,2.9,4.7,.611,0.2,0.7,.333,2.7,4.1,.655,.634,0.9,1.2,.696,1.7,3.9,5.5,1.8,0.9,0.6,0.7,2.1,6.9
Andrew Nembhard,SG,23,IND,74,62,27.5,3.7,8.5,.439,1.2,3.5,.350,2.5,5.0,.501,.511,0.6,0.8,.789,0.5,2.2,2.6,4.5,0.9,0.2,1.7,2.4,9.3
Aaron Nesmith,SF,23,IND,72,59,24.9,3.4,8.1,.424,1.6,4.3,.365,1.8,3.8,.491,.521,1.6,1.9,.835,0.9,2.9,3.8,1.3,0.8,0.4,1.0,3.2,10.1
Raul Neto,PG,30,CLE,47,1,10.3,1.1,2.1,.525,0.3,0.8,.308,0.9,1.3,.661,.584,0.6,0.6,.897,0.2,0.8,1.0,1.6,0.3,0.1,0.5,1.0,3.1
Georges Niang,PF,29,PHI,78,1,19.4,2.8,6.4,.442,2.0,4.9,.401,0.9,1.5,.576,.596,0.5,0.6,.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2
Daishen Nix,PG,20,HOU,56,7,16.0,1.4,4.2,.343,0.7,2.5,.290,0.7,1.7,.421,.429,0.4,0.6,.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0
Zeke Nnaji,PF,22,DEN,51,5,13.5,2.0,3.5,.576,0.3,1.1,.278,1.7,2.4,.707,.619,0.8,1.1,.672,1.2,1.3,2.5,0.3,0.3,0.4,0.5,2.0,5.1
Nerlens Noel,C,28,TOT,17,4,11.5,0.8,2.1,.361,0.1,0.1,.500,0.7,2.0,.353,.375,0.5,0.7,.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1
Nerlens Noel,C,28,DET,14,3,10.9,0.9,2.1,.400,0.1,0.1,.500,0.8,2.0,.393,.417,0.5,0.7,.700,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3
Nerlens Noel,C,28,BRK,3,1,14.3,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.3,0.7,.500,1.0,2.0,3.0,1.0,1.0,0.3,1.7,2.3,1.0
Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,9.6,.448,1.0,3.6,.289,3.3,6.0,.542,.502,1.2,1.5,.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Ntilikina,PG,24,DAL,46,4,12.3,0.9,2.6,.355,0.3,1.4,.254,0.6,1.3,.466,.421,0.5,0.6,.724,0.2,1.2,1.3,1.2,0.3,0.1,0.6,1.3,2.7
Kendrick Nunn,SG-PG,27,TOT,69,2,13.7,2.7,6.4,.424,1.1,3.2,.352,1.6,3.2,.495,.511,0.5,0.6,.846,0.2,1.3,1.5,1.3,0.4,0.1,0.9,0.9,7.0
Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,.406,1.1,3.2,.325,1.6,3.2,.488,.488,0.4,0.5,.810,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7
Kendrick Nunn,PG,27,WAS,30,0,13.8,2.8,6.3,.447,1.2,3.1,.387,1.6,3.2,.505,.542,0.5,0.6,.889,0.3,1.3,1.6,1.8,0.5,0.1,1.0,1.0,7.4
Jusuf Nurkić,C,28,POR,52,52,26.8,5.0,9.7,.519,0.8,2.3,.361,4.2,7.4,.567,.561,2.4,3.7,.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3
Jordan Nwora,SF,24,TOT,61,13,19.1,3.1,7.1,.430,1.3,3.4,.400,1.7,3.8,.457,.524,1.1,1.4,.788,0.8,2.9,3.7,1.4,0.4,0.2,1.0,1.1,8.6
Jordan Nwora,SF,24,MIL,38,3,15.7,2.0,5.2,.386,1.1,2.7,.392,0.9,2.5,.379,.487,1.0,1.1,.860,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0
Jordan Nwora,SF,24,IND,23,10,24.7,4.8,10.3,.466,1.8,4.5,.408,3.0,5.9,.511,.555,1.3,1.8,.714,1.0,3.7,4.7,2.2,0.5,0.3,1.3,1.6,12.8
Royce O'Neale,SF,29,BRK,76,53,31.7,3.0,7.8,.386,2.1,5.5,.389,0.9,2.3,.379,.524,0.7,0.9,.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8
Chuma Okeke,SF,24,ORL,26,8,18.7,1.5,4.3,.342,0.8,3.0,.282,0.6,1.3,.485,.441,0.6,0.8,.762,1.0,2.6,3.5,1.2,0.6,0.4,0.6,1.5,4.4
Josh Okogie,SG,24,PHO,71,25,18.6,2.2,5.6,.394,0.9,2.7,.333,1.3,2.9,.450,.474,1.9,2.6,.723,1.5,1.9,3.4,1.4,0.8,0.5,0.9,1.6,7.3
Onyeka Okongwu,C,22,ATL,79,17,23.1,4.0,6.2,.639,0.0,0.1,.273,3.9,6.1,.647,.642,1.9,2.5,.784,2.7,4.5,7.2,1.0,0.7,1.4,1.0,3.2,9.9
Isaac Okoro,SF,22,CLE,76,46,21.7,2.3,4.7,.494,0.8,2.3,.363,1.5,2.4,.617,.582,1.0,1.4,.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4
KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,.421,0.2,0.6,.333,0.3,0.5,.529,.513,0.2,0.2,.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3
Victor Oladipo,SG,30,MIA,41,2,26.4,3.7,9.5,.391,1.6,5.0,.319,2.1,4.6,.471,.474,1.4,1.9,.747,0.4,2.7,3.1,3.4,1.3,0.3,2.0,2.4,10.5
Kelly Olynyk,C,31,UTA,67,67,28.5,4.0,8.1,.494,1.3,3.5,.388,2.7,4.7,.574,.577,2.9,3.4,.852,1.2,5.0,6.2,3.7,0.9,0.5,2.4,3.4,12.3
Eugene Omoruyi,SF,25,TOT,40,6,16.1,2.5,5.7,.443,0.6,2.2,.281,1.9,3.5,.547,.498,1.3,1.9,.680,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7.0
Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,.468,0.3,1.3,.258,1.6,2.7,.571,.511,0.7,1.2,.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9
Eugene Omoruyi,SF,25,DET,17,4,21.9,3.4,7.9,.425,1.0,3.4,.293,2.4,4.5,.526,.489,2.0,2.8,.723,1.2,2.2,3.5,1.0,0.8,0.2,1.1,2.6,9.7
Cedi Osman,SF,27,CLE,76,1,20.2,3.1,6.9,.452,1.5,4.1,.373,1.6,2.8,.565,.562,1.0,1.4,.695,0.3,2.0,2.3,1.5,0.4,0.1,0.7,1.6,8.8
Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,17.1,.431,2.3,7.1,.319,5.1,10.0,.510,.497,3.3,4.3,.760,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3
Chris Paul,PG,37,PHO,59,59,32.0,5.0,11.3,.440,1.7,4.4,.375,3.3,6.9,.482,.513,2.3,2.7,.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9
Cameron Payne,PG,28,PHO,48,15,20.2,3.9,9.4,.415,1.4,3.9,.368,2.5,5.6,.448,.490,1.0,1.3,.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3
Gary Payton II,PG,30,TOT,21,1,16.5,1.9,3.1,.600,0.6,1.2,.500,1.2,1.9,.667,.700,0.3,0.3,.857,1.0,1.9,2.9,1.2,0.9,0.2,0.8,1.9,4.6
Gary Payton II,PG,30,POR,15,1,17.0,1.6,2.7,.585,0.6,1.1,.529,1.0,1.6,.625,.695,0.3,0.3,1.000,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1
Gary Payton II,PG,30,GSW,6,0,15.3,2.5,4.0,.625,0.7,1.5,.444,1.8,2.5,.733,.708,0.3,0.5,.667,2.0,1.7,3.7,0.7,0.3,0.7,0.7,1.8,6.0
Theo Pinson,SG,27,DAL,39,0,7.2,0.6,1.8,.324,0.4,1.3,.327,0.2,0.5,.316,.444,0.2,0.3,.818,0.2,1.1,1.3,0.9,0.1,0.0,0.3,0.8,1.8
Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2.0,.333,0.2,0.5,.333,0.5,1.5,.333,.375,0.8,1.5,.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Plumlee,C,32,TOT,77,60,26.1,4.2,6.2,.677,0.0,0.0,,4.2,6.2,.677,.677,2.5,4.0,.633,2.9,6.1,9.0,3.1,0.6,0.6,1.5,2.7,10.9
Mason Plumlee,C,32,CHO,56,56,28.5,4.7,7.1,.669,0.0,0.0,,4.7,7.1,.669,.669,2.8,4.6,.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2
Mason Plumlee,C,32,LAC,21,4,19.8,2.7,3.7,.718,0.0,0.0,,2.7,3.7,.718,.718,1.9,2.5,.769,1.8,5.4,7.2,1.7,0.5,0.5,1.4,2.3,7.2
Jakob Poeltl,C,27,TOT,71,70,26.7,5.4,8.6,.631,0.0,0.0,.000,5.4,8.6,.632,.631,1.7,2.8,.592,3.3,5.8,9.1,2.8,0.9,1.2,1.8,2.7,12.5
Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,8.4,.616,0.0,0.0,.000,5.2,8.4,.618,.616,1.7,2.8,.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1
Jakob Poeltl,C,27,TOR,25,24,27.8,5.9,9.0,.656,0.0,0.0,,5.9,9.0,.656,.656,1.6,2.9,.569,3.3,6.0,9.3,2.2,1.2,1.4,1.2,3.0,13.4
Aleksej Pokusevski,PF,21,OKC,34,25,20.6,3.2,7.3,.434,1.1,3.1,.365,2.1,4.3,.483,.510,0.6,1.0,.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1
Jordan Poole,PG,23,GSW,81,43,30.1,6.7,15.7,.428,2.6,7.8,.332,4.1,7.9,.523,.511,4.4,5.1,.871,0.4,2.3,2.7,4.5,0.8,0.3,3.1,2.6,20.4
